Num,y
351278,88339.0
351279,8.0
351280,378622.0
351281,23219.0
351282,23575.0
351283,225.0
351284,386.0
351285,22097.0
351286,611.0
351287,128.0
351288,144400.0
351289,914924.0
351290,402466.0
351291,774335.0
351292,32082.0
351293,1191.0
351294,37418.0
351295,697062.0
351296,157749.0
351297,260617.0
351298,646123.0
351299,389.0
351300,72.0
351301,161.0
351302,265.0
351303,8375.0
351304,76795.0
351305,32344.0
351306,25291.0
351307,322.0
351308,7227.0
351309,243634.0
351310,62340.0
351311,1899.0
351312,1771.0
351313,33479.0
351314,400194.0
351315,36997.0
351316,173725.0
351317,84430.0
351318,222935.0
351319,229144.0
351320,2720.0
351321,1964.0
351322,122118.0
351323,138051.0
351324,585676.0
351325,641588.0
351326,2237.0
351327,125671.0
351328,113294.0
351329,1239.0
351330,45303.0
351331,11984.0
351332,178175.0
351333,12456.0
351334,18919.0
351335,66267.0
351336,378124.0
351337,343195.0
351338,9426.0
351339,29672.0
351340,14200.0
351341,2189.0
351342,55140.0
351343,1030.0
351344,96.0
351345,15452.0
351346,5068.0
351347,37118.0
351348,5232.0
351349,94420.0
351350,368400.0
351351,1339059.0
351352,98950.0
351353,44648.0
351354,28505.0
351355,112.0
351356,62041.0
351357,161.0
351358,144.0
351359,3626172.0
351360,478979.0
351361,8106.0
351362,1451231.0
351363,26798.0
351364,80396.0
351365,20358.0
351366,917.0
351367,43518.0
351368,4685.0
351369,2173.0
351370,22467.0
351371,218080.0
351372,7180.0
351373,188320.0
351374,44606.0
351375,9660.0
351376,216849.0
351377,26312.0
351378,450610.0
351379,177566.0
351380,162964.0
351381,184122.0
351382,2297.0
351383,20345.0
351384,15241.0
351385,148216.0
351386,6745.0
351387,64522.0
351388,91823.0
351389,195458.0
351390,143405.0
351391,25961.0
351392,402.0
351393,141784.0
351394,66488.0
351395,5886.0
351396,127890.0
351397,145025.0
351398,216279.0
351399,14712.0
351400,96.0
351401,4245.0
351402,8721.0
351403,18249.0
351404,50230.0
351405,3514.0
351406,9856.0
351407,20395.0
351408,7740.0
351409,5522.0
351410,104902.0
351411,344127.0
351412,38517.0
351413,1560215.0
351414,447272.0
351415,58560.0
351416,201436.0
351417,1676.0
351418,241928.0
351419,3125253.0
351420,70799.0
351421,924513.0
351422,683255.0
351423,733952.0
351424,1406013.0
351425,163250.0
351426,150654.0
351427,2489.0
351428,5377.0
351429,96.0
351430,13346.0
351431,107498.0
351432,3791.0
351433,102452.0
351434,522322.0
351435,153091.0
351436,747680.0
351437,352395.0
351438,117510.0
351439,76491.0
351440,1070.0
351441,20999.0
351442,316025.0
351443,772144.0
351444,336618.0
351445,21706.0
351446,37867.0
351447,117356.0
351448,23390.0
351449,163043.0
351450,3525.0
351451,104084.0
351452,14815.0
351453,3451.0
351454,819.0
351455,191082.0
351456,1043024.0
351457,106834.0
351458,3683.0
351459,31064.0
351460,144.0
351461,18846.0
351462,212185.0
351463,146733.0
351464,343356.0
351465,447687.0
351466,15452.0
351467,11065.0
351468,19609.0
351469,1738.0
351470,1948.0
351471,85978.0
351472,23113.0
351473,784263.0
351474,34503.0
351475,1904584.0
351476,289.0
351477,1891.0
351478,1416.0
351479,102647.0
351480,11934.0
351481,1259.0
351482,4833.0
351483,1532.0
351484,1843.0
351485,2745.0
351486,3521.0
351487,1028767.0
351488,568014.0
351489,30693.0
351490,706979.0
351491,34753.0
351492,26325.0
351493,1299.0
351494,43903.0
351495,93188.0
351496,157639.0
351497,269655.0
351498,88339.0
351499,8.0
351500,378622.0
351501,23219.0
351502,23575.0
351503,225.0
351504,386.0
351505,22097.0
351506,611.0
351507,128.0
351508,144400.0
351509,914924.0
351510,402466.0
351511,774335.0
351512,32082.0
351513,1191.0
351514,37418.0
351515,697062.0
351516,157749.0
351517,260617.0
351518,646123.0
351519,389.0
351520,72.0
351521,161.0
351522,265.0
351523,8375.0
351524,76795.0
351525,32344.0
351526,25291.0
351527,322.0
351528,7227.0
